,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S
516,129.8105762,-7.637077161,988.6967608,1.789726905,384.6974747,0.001604873,0.984966344,0.018051653,0.309931771,0.671984851,0.014559551,0.003492102,1.15113731,1.260262665,1.598613525,0.999246278,0.000753722,0,16.16800801,16.16800801,11.24745444,3.417095367,0,12.22452482,0.80654944,0.889062934,396.2758142,23.81875844,5.218241535,0.129993545,0.002739283,0.000341807,3.03E-05,7.27E-06,0.036807461,0.127140172,0.224507427,11.7875383,0,0,0,-8.60413655,933.162427,5359.461268,2.151250158,0.018051653,0.309931771,0.671984851,0.014559551,0.003492102,0.999246278,0.000753722,0,37.22566844
517,129.5438876,-7.637336876,988.6421346,1.789674971,383.5486798,0.00160479,0.984948874,0.018085318,0.31052956,0.671353342,0.014584423,0.003500895,1.150338168,1.259461062,1.602264442,0.999244477,0.000755523,0,16.20582271,16.20582271,11.26900409,3.425240073,0,12.24771454,0.806423363,0.889066219,396.2174168,23.79528524,5.217008438,0.129993545,0.002739137,0.000341777,3.04E-05,7.31E-06,0.036807514,0.127139824,0.224508152,11.7875383,0,0,0,-8.604340391,933.2116363,5359.426562,2.151576379,0.018085318,0.31052956,0.671353342,0.014584423,0.003500895,0.999244477,0.000755523,0,37.12145691
518,129.2771991,-7.637596502,988.5871905,1.789622728,382.3999856,0.001604708,0.984931602,0.018119115,0.311129658,0.670719391,0.014609394,0.003509721,1.149539704,1.258660042,1.605932723,0.999242673,0.000757327,0,16.24382238,16.24382238,11.29064174,3.433417009,0,12.27099877,0.806297329,0.889069538,396.1589011,23.77182757,5.215770708,0.129993545,0.00273899,0.000341748,3.06E-05,7.35E-06,0.036807567,0.127139474,0.224508884,11.7875383,0,0,0,-8.604544232,933.2608629,5359.39165,2.151901741,0.018119115,0.311129658,0.670719391,0.014609394,0.003509721,0.999242673,0.000757327,0,37.01722778
519,129.0105105,-7.637856039,988.5319257,1.789570173,381.2513924,0.001604624,0.984914529,0.018153044,0.311732079,0.670082984,0.014634464,0.00351858,1.148741918,1.257859607,1.609618489,0.999240864,0.000759136,0,16.28200835,16.28200835,11.31236793,3.441626361,0,12.29437808,0.806171338,0.889072892,396.1002661,23.74838539,5.214528311,0.129993545,0.002738842,0.000341718,3.07E-05,7.39E-06,0.036807622,0.127139123,0.224509624,11.7875383,0,0,0,-8.604748072,933.310107,5359.356528,2.152226238,0.018153044,0.311732079,0.670082984,0.014634464,0.00351858,0.999240864,0.000759136,0,36.91298109
520,128.7438219,-7.638115487,988.4763375,1.789517304,380.1029005,0.001604541,0.984897653,0.018187108,0.312336837,0.669444107,0.014659635,0.003527473,1.147944809,1.257059756,1.613321865,0.999239053,0.000760947,0,16.320382,16.320382,11.33418321,3.449868317,0,12.31785306,0.806045392,0.889076281,396.0415108,23.72495866,5.213281212,0.129993545,0.002738694,0.000341687,3.09E-05,7.43E-06,0.036807678,0.12713877,0.224510372,11.7875383,0,0,0,-8.604951913,933.3593688,5359.321196,2.15254986,0.018187108,0.312336837,0.669444107,0.014659635,0.003527473,0.999239053,0.000760947,0,36.80871688
521,128.4771334,-7.638374844,988.420423,1.789464117,378.9545103,0.001604456,0.984880976,0.018221306,0.312943945,0.668802744,0.014684906,0.0035364,1.147148379,1.256260489,1.617042975,0.999237237,0.000762763,0,16.3589447,16.3589447,11.35608811,3.458143059,0,12.34142429,0.805919492,0.889079704,395.982634,23.70154734,5.212029371,0.129993545,0.002738544,0.000341657,3.10E-05,7.47E-06,0.036807735,0.127138415,0.224511127,11.7875383,0,0,0,-8.605155754,933.4086483,5359.285652,2.152872597,0.018221306,0.312943945,0.668802744,0.014684906,0.0035364,0.999237237,0.000762763,0,36.7044352
522,128.2104448,-7.63863411,988.3641793,1.789410609,377.8062221,0.001604372,0.984864496,0.018255639,0.313553418,0.668158882,0.014710278,0.003545361,1.146352627,1.255461805,1.620781944,0.999235418,0.000764582,0,16.39769785,16.39769785,11.37808319,3.466450777,0,12.36509236,0.805793639,0.889083163,395.9236344,23.67815137,5.210772751,0.129993545,0.002738394,0.000341626,3.11E-05,7.51E-06,0.036807793,0.127138058,0.224511891,11.7875383,0,0,0,-8.605359595,933.4579457,5359.249894,2.153194442,0.018255639,0.313553418,0.668158882,0.014710278,0.003545361,0.999235418,0.000764582,0,36.60013607
523,127.9437563,-7.638893283,988.3076036,1.789356779,376.6580363,0.001604286,0.984848216,0.018290109,0.314165268,0.667512506,0.014735752,0.003554356,1.145557554,1.254663705,1.624538901,0.999233595,0.000766405,0,16.43664284,16.43664284,11.40016901,3.47479167,0,12.38885788,0.805667834,0.889086658,395.8645121,23.65477071,5.209511327,0.129993545,0.002738243,0.000341595,3.13E-05,7.55E-06,0.036807852,0.1271377,0.224512662,11.7875383,0,0,0,-8.605563435,933.5072612,5359.21392,2.153515391,0.018290109,0.314165268,0.667512506,0.014735752,0.003554356,0.999233595,0.000766405,0,36.49581955
524,127.6770677,-7.639152364,988.2506929,1.789302622,375.5099532,0.001604201,0.984832132,0.018324715,0.314779511,0.6668636,0.014761329,0.003563386,1.144763158,1.253866188,1.628313973,0.999231768,0.000768232,0,16.47578109,16.47578109,11.42234612,3.483165915,0,12.41272143,0.805542079,0.889090189,395.8052642,23.63140532,5.208245043,0.129993545,0.002738091,0.000341564,3.14E-05,7.59E-06,0.036807913,0.12713734,0.224513441,11.7875383,0,0,0,-8.605767276,933.5565948,5359.177728,2.153835425,0.018324715,0.314779511,0.6668636,0.014761329,0.003563386,0.999231768,0.000768232,0,36.39148566
525,127.4103791,-7.63941135,988.1934444,1.789248137,374.3619731,0.001604114,0.984816248,0.018359459,0.31539616,0.66621215,0.014787009,0.00357245,1.143969441,1.253069254,1.632107289,0.999229937,0.000770063,0,16.51511404,16.51511404,11.44461509,3.491573719,0,12.43668362,0.805416373,0.889093757,395.7458914,23.60805514,5.206973879,0.129993545,0.002737939,0.000341533,3.16E-05,7.63E-06,0.036807975,0.127136978,0.224514229,11.7875383,0,0,0,-8.605971117,933.6059468,5359.141317,2.154154544,0.018359459,0.31539616,0.66621215,0.014787009,0.00357245,0.999229937,0.000770063,0,36.28713446
